,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,class
54,0.004425907135009765,0.0017250680335015697,0.0009239673614501953,0.00022239337447314115,False,5.17947467923121,"{'fit_intercept': False, 'C': 5.17947467923121}",1.0,0.6666666666666667,0.8333333333333334,0.75,0.3125,0.7125,0.22836982676741205,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
55,0.005182886123657226,0.0007710763321248855,0.0006561279296875,0.00010821966116481498,False,100.0,"{'fit_intercept': False, 'C': 100.0}",1.0,0.6666666666666667,0.8333333333333333,0.7083333333333333,0.3125,0.7041666666666666,0.22760833806246103,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
56,0.004219770431518555,0.000835711488301967,0.0008058547973632812,0.00013200666393935003,False,13.894954943731374,"{'fit_intercept': False, 'C': 13.894954943731374}",1.0,0.6666666666666667,0.8333333333333334,0.75,0.25,0.7,0.2505549396395485,27,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
57,0.0054320812225341795,0.0008241270617453328,0.0007452487945556641,0.000146541795304696,False,22.758459260747887,"{'fit_intercept': False, 'C': 22.758459260747887}",1.0,0.6666666666666667,0.8333333333333333,0.75,0.25,0.7,0.2505549396395485,27,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
58,0.0053462028503417965,0.0013137868801236742,0.000714874267578125,0.00019413531135384365,False,37.27593720314938,"{'fit_intercept': False, 'C': 37.27593720314938}",1.0,0.6666666666666667,0.8333333333333333,0.7083333333333333,0.25,0.6916666666666667,0.24944382578492943,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
59,0.00532984733581543,0.0011699058723494608,0.0007520198822021484,8.415863798586663e-05,False,61.054022965853264,"{'fit_intercept': False, 'C': 61.054022965853264}",1.0,0.6666666666666667,0.8333333333333333,0.7083333333333333,0.25,0.6916666666666667,0.24944382578492943,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
60,0.0008307456970214844,0.0001765118614055454,0.0008214473724365235,0.00021532466657148058,True,0.16378937069540642,"{'fit_intercept': True, 'C': 0.16378937069540642}",1.0,0.75,1.0,0.7083333333333334,0.6666666666666666,0.825,0.1452966314513558,1,0.989247311827957,0.9919354838709677,0.9758064516129032,0.9946236559139785,0.9947916666666666,0.9892809139784946,0.007035940492068659,Milky
61,0.0007182598114013672,0.0001858226268555698,0.0006878852844238281,0.00016849413267540573,True,0.1,"{'fit_intercept': True, 'C': 0.1}",0.875,0.75,1.0,0.5833333333333334,0.7142857142857143,0.7845238095238096,0.14228058255551104,2,0.9650537634408602,0.978494623655914,0.9596774193548386,0.9865591397849462,0.9869791666666666,0.9753528225806452,0.01115717904797583,Milky
62,0.0008144855499267578,0.00013498765585365574,0.0007867813110351562,0.00014627153734449557,False,0.1,"{'fit_intercept': False, 'C': 0.1}",0.875,0.75,1.0,0.5833333333333334,0.7142857142857143,0.7845238095238096,0.14228058255551104,2,0.9650537634408602,0.978494623655914,0.9543010752688171,0.9865591397849462,0.984375,0.9737567204301076,0.012274861452068473,Milky
63,0.000878000259399414,0.00018823406375933975,0.0007861614227294922,0.00013185979582554323,True,0.2682695795279726,"{'fit_intercept': True, 'C': 0.2682695795279726}",0.8333333333333334,0.75,1.0,0.7083333333333334,0.5238095238095238,0.7630952380952382,0.15587511717459915,4,0.9973118279569892,0.9946236559139785,0.9865591397849462,0.9973118279569892,0.9973958333333334,0.9946404569892472,0.004175464393927951,Milky
