,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l1_ratio,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,class
56,0.0035274982452392577,0.0005442272358702309,0.0009183406829833985,0.00010766423399228558,0.4,0.43939705607607904,"{'l1_ratio': 0.4, 'C': 0.43939705607607904}",0.9444444444444444,0.9444444444444444,1.0,0.7083333333333334,0.875,0.8944444444444445,0.10115078586685067,6,0.996969696969697,1.0,1.0,1.0,1.0,0.9993939393939394,0.00121212121212122,Cheesy
57,0.002418994903564453,0.00054470087668913,0.0010954856872558594,0.0001281317786655638,0.05,0.16378937069540642,"{'l1_ratio': 0.05, 'C': 0.16378937069540642}",0.8888888888888888,1.0,1.0,0.75,0.8125,0.8902777777777778,0.09980691235123157,8,0.993939393939394,1.0,0.9967320261437909,1.0,1.0,0.998134284016637,0.002449739508349374,Cheesy
58,0.0032135963439941405,0.0002651497342106488,0.0007791519165039062,9.49216197682141e-05,0.1,0.43939705607607904,"{'l1_ratio': 0.1, 'C': 0.43939705607607904}",0.8888888888888888,1.0,1.0,0.75,0.8125,0.8902777777777778,0.09980691235123157,8,0.996969696969697,1.0,1.0,1.0,1.0,0.9993939393939394,0.00121212121212122,Cheesy
59,0.0031095504760742187,0.0030113605679404853,0.0008480072021484375,9.34545359619702e-05,0.8,0.1,"{'l1_ratio': 0.8, 'C': 0.1}",0.8333333333333334,0.8888888888888888,0.9166666666666666,0.7916666666666666,1.0,0.8861111111111111,0.07157832625958403,10,0.9545454545454546,0.9272727272727272,0.9313725490196078,0.9869281045751634,0.9558823529411764,0.9512002376708258,0.02133192979539344,Cheesy
60,0.0020388126373291015,0.0003562264194403446,0.0008055686950683594,0.00016347027959661724,0.55,0.16378937069540642,"{'l1_ratio': 0.55, 'C': 0.16378937069540642}",0.8333333333333334,0.8888888888888888,1.0,0.75,0.9375,0.8819444444444444,0.08584187300201357,11,0.9848484848484849,0.9727272727272727,0.9607843137254901,0.9967320261437909,0.9882352941176471,0.980665478312537,0.012579423098602055,Cheesy
61,0.004436779022216797,0.0011378212432857995,0.000954437255859375,0.00017662703592574312,0.5,0.7196856730011519,"{'l1_ratio': 0.5, 'C': 0.7196856730011519}",0.9444444444444444,0.8888888888888888,1.0,0.75,0.8125,0.8791666666666667,0.0895375636738122,12,0.996969696969697,1.0,1.0,1.0,1.0,0.9993939393939394,0.00121212121212122,Cheesy
62,0.005309581756591797,0.0025222072709359757,0.0007772445678710938,0.0001862684878879268,0.9,0.16378937069540642,"{'l1_ratio': 0.9, 'C': 0.16378937069540642}",0.8333333333333334,0.8888888888888888,0.9166666666666666,0.75,1.0,0.8777777777777779,0.08351831321318282,13,0.9818181818181819,0.9393939393939394,0.9281045751633986,0.9869281045751634,0.9764705882352941,0.9625430778371955,0.02400844761935492,Cheesy
63,0.004937362670898437,0.0010611154296295054,0.0009945869445800782,0.00016474386369089608,0.0,1.1787686347935873,"{'l1_ratio': 0.0, 'C': 1.1787686347935873}",0.9444444444444444,0.9444444444444444,1.0,0.75,0.75,0.8777777777777779,0.10628403594282772,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
64,0.004586267471313477,0.00021925174758662152,0.0009261131286621094,0.00019540217741784713,0.7000000000000001,0.7196856730011519,"{'l1_ratio': 0.7000000000000001, 'C': 0.7196856730011519}",0.9444444444444444,0.8888888888888888,1.0,0.7083333333333334,0.8125,0.8708333333333332,0.10221316384985608,15,0.996969696969697,1.0,1.0,1.0,1.0,0.9993939393939394,0.00121212121212122,Cheesy
65,0.005751371383666992,0.0028630657611925093,0.0010331630706787109,0.00011383528194682729,0.45,0.7196856730011519,"{'l1_ratio': 0.45, 'C': 0.7196856730011519}",0.9444444444444444,0.9444444444444444,1.0,0.7083333333333333,0.75,0.8694444444444445,0.11706281947614156,16,0.996969696969697,1.0,1.0,1.0,1.0,0.9993939393939394,0.00121212121212122,Cheesy
66,0.0040321826934814455,0.0009136058765467273,0.0008300304412841797,0.00022356222212284528,0.8500000000000001,0.43939705607607904,"{'l1_ratio': 0.8500000000000001, 'C': 0.43939705607607904}",0.8888888888888888,0.8888888888888888,1.0,0.7083333333333334,0.8125,0.8597222222222222,0.09646530752325187,17,0.990909090909091,0.993939393939394,0.9934640522875817,1.0,1.0,0.9956625074272132,0.00368849501356841,Cheesy
67,0.007117366790771485,0.0019090137520956093,0.0011733055114746093,0.000317826378045539,0.6000000000000001,1.1787686347935873,"{'l1_ratio': 0.6000000000000001, 'C': 1.1787686347935873}",0.9444444444444444,0.8333333333333334,1.0,0.7083333333333333,0.75,0.8472222222222221,0.11111111111111112,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Cheesy
